iteration,steps_per_second,learning_s,collection_s,mean_reward,mean_ep_length,value_loss,surrogate_loss,entropy,learning_rate
14,55.0,36.905433654785156,18.43494987487793,-4.438373565673828,256.0,0.021518466994166374,-0.005314207635819912,0.6271724104881287,0.0003000000142492354
15,51.0,41.083763122558594,18.460763931274414,-4.593703746795654,272.260009765625,0.042297858744859695,-0.004663135856389999,0.6278523206710815,0.0003000000142492354
16,52.0,40.02077102661133,18.29393196105957,-4.814972400665283,289.0400085449219,0.03736214339733124,-0.004162552300840616,0.6304939389228821,0.0003000000142492354
17,55.0,37.9744758605957,17.772659301757812,-4.93854284286499,296.0400085449219,0.019600816071033478,-0.003520521568134427,0.6305540800094604,0.0003000000142492354
18,54.0,37.439170837402344,18.783567428588867,-4.8836822509765625,291.75,0.030451150611042976,-0.0043190219439566135,0.6307559013366699,0.0003000000142492354
19,54.0,38.43627166748047,17.474987030029297,-4.939522743225098,288.7799987792969,0.020145870745182037,-0.0028421208262443542,0.6266934871673584,0.0003000000142492354
20,53.0,40.020530700683594,17.321060180664062,-4.905020236968994,289.239990234375,0.022930150851607323,-0.006245221942663193,0.6282275319099426,0.0003000000142492354
21,54.0,39.453365325927734,17.37686538696289,-4.957857131958008,288.7900085449219,0.031406648457050323,-0.005285534542053938,0.6302107572555542,0.0003000000142492354
22,53.0,39.985355377197266,17.337085723876953,-5.049968242645264,291.8699951171875,0.023854190483689308,-0.0044083911925554276,0.6358715891838074,0.0003000000142492354
23,55.0,37.937255859375,17.273374557495117,-5.08843469619751,290.32000732421875,0.022134367376565933,-0.006539605092257261,0.6357901096343994,0.0003000000142492354
24,54.0,39.48813247680664,17.354331970214844,-5.120941162109375,291.2699890136719,0.022143596783280373,-0.003032222855836153,0.6336779594421387,0.0003000000142492354
25,57.0,35.895294189453125,17.713281631469727,-5.013772010803223,280.42999267578125,0.031014200299978256,-0.004345424007624388,0.6308799982070923,0.0003000000142492354
26,53.0,39.49504089355469,18.327613830566406,-5.017066955566406,278.8900146484375,0.023839151486754417,-0.005469691473990679,0.6347405910491943,0.0003000000142492354
27,55.0,37.934261322021484,17.385902404785156,-5.0298895835876465,277.6300048828125,0.028913771733641624,-0.002974065253511071,0.6359566450119019,0.0003000000142492354
28,54.0,38.950584411621094,17.448402404785156,-4.994475841522217,273.989990234375,0.027169181033968925,-0.0036761839874088764,0.636993944644928,0.0003000000142492354
29,56.0,37.44785690307617,17.063905715942383,-5.08203649520874,284.760009765625,0.019297832623124123,-0.004178647883236408,0.6421225070953369,0.0003000000142492354
30,53.0,40.545711517333984,17.343158721923828,-5.034602165222168,278.07000732421875,0.029751313850283623,-0.0026928402949124575,0.6436722874641418,0.0003000000142492354
31,50.0,42.643653869628906,17.87599754333496,-5.129903316497803,275.5400085449219,0.021220862865447998,-0.0037933276034891605,0.6375610828399658,0.0003000000142492354
32,52.0,40.49557113647461,17.50638198852539,-4.8357014656066895,259.6499938964844,0.017045795917510986,-0.0025348709896206856,0.6400059461593628,0.0003000000142492354
33,53.0,40.55360794067383,17.362064361572266,-4.7112603187561035,254.3300018310547,0.01356529351323843,-0.005190552677959204,0.6451199054718018,0.0003000000142492354
34,53.0,40.52528762817383,17.15016746520996,-4.616464138031006,247.3000030517578,0.01312568411231041,-0.0036170382518321276,0.6402554512023926,0.0003000000142492354
35,55.0,37.905818939208984,17.128829956054688,-4.485493183135986,242.80999755859375,0.011022617109119892,-0.0044429418630898,0.6336032748222351,0.0003000000142492354
36,55.0,38.46292495727539,17.184593200683594,-4.598885536193848,251.89999389648438,0.013723760843276978,-0.004481560550630093,0.6330960392951965,0.0003000000142492354
37,55.0,37.9700927734375,17.09588050842285,-4.432478904724121,235.80999755859375,0.012627488002181053,-0.0031138467602431774,0.6352918744087219,0.0003000000142492354
38,51.0,41.07636642456055,18.844642639160156,-4.4753522872924805,245.0399932861328,0.024834342300891876,-0.0060428958386182785,0.6448104381561279,0.0003000000142492354
39,55.0,37.45903015136719,17.51728630065918,-4.362098693847656,240.86000061035156,0.014366351999342442,-0.003957970067858696,0.6696422100067139,0.0003000000142492354
40,58.0,35.371864318847656,17.343162536621094,-4.32907247543335,239.6699981689453,0.02173670381307602,-0.0036134414840489626,0.6568129658699036,0.0003000000142492354
41,55.0,37.906803131103516,17.726760864257812,-4.593680381774902,251.72000122070312,0.017146173864603043,-0.0075477673672139645,0.6417482495307922,0.0003000000142492354
42,54.0,37.99277114868164,17.99972915649414,-4.694183826446533,254.72000122070312,0.02546924352645874,-0.006466319784522057,0.6348873376846313,0.0003000000142492354
43,54.0,38.97335433959961,17.391704559326172,-5.093437194824219,278.5400085449219,0.019998716190457344,-0.005611401982605457,0.6331990957260132,0.0003000000142492354
44,55.0,38.467315673828125,17.265966415405273,-4.9521002769470215,278.04998779296875,0.018423931673169136,-0.005101092159748077,0.626659095287323,0.0003000000142492354
45,52.0,40.54971694946289,18.250286102294922,-5.032691478729248,281.9100036621094,0.019113890826702118,-0.006370472721755505,0.6260853409767151,0.0003000000142492354
46,54.0,38.51076126098633,18.351613998413086,-4.929558277130127,280.79998779296875,0.016518713906407356,-0.0065094646997749805,0.6272597908973694,0.0003000000142492354
47,53.0,39.447574615478516,18.03756332397461,-5.134633541107178,301.82000732421875,0.02427562139928341,-0.004278090316802263,0.6268780827522278,0.0003000000142492354
48,53.0,39.447471618652344,18.46758460998535,-5.161256790161133,300.0899963378906,0.03111313283443451,-0.005954664666205645,0.6278138160705566,0.0003000000142492354
49,57.0,35.86758804321289,17.328018188476562,-5.259885311126709,311.04998779296875,0.018103163689374924,-0.006208931561559439,0.6241582632064819,0.0003000000142492354
50,43.0,52.248531341552734,18.619173049926758,-5.158842086791992,309.239990234375,0.025118734687566757,-0.0061555239371955395,0.618952751159668,0.0003000000142492354
51,55.0,37.32794952392578,18.417259216308594,-5.162633419036865,316.1300048828125,0.020484624430537224,-0.00825447216629982,0.618889570236206,0.0003000000142492354
52,54.0,37.863304138183594,18.462181091308594,-4.91245174407959,299.6600036621094,0.024891527369618416,-0.006609151605516672,0.6194528937339783,0.0003000000142492354
53,51.0,41.56512451171875,18.35462760925293,-4.977966785430908,298.3599853515625,0.031142164021730423,-0.004215488210320473,0.6183161735534668,0.0003000000142492354
54,55.0,36.93837356567383,18.44192886352539,-4.992909908294678,296.30999755859375,0.025435185059905052,-0.007512029726058245,0.6194543838500977,0.0003000000142492354
55,52.0,41.00632095336914,17.45077133178711,-4.940690040588379,285.1099853515625,0.024948950856924057,-0.005195246078073978,0.6200008392333984,0.0003000000142492354
56,53.0,39.48047637939453,17.582271575927734,-4.972049236297607,288.5299987792969,0.018761401996016502,-0.005440960172563791,0.6237646341323853,0.0003000000142492354
57,53.0,38.905643463134766,18.637853622436523,-4.743865966796875,278.5400085449219,0.03398115187883377,-0.008127221837639809,0.6233906149864197,0.0003000000142492354
58,55.0,36.82923889160156,18.07288360595703,-4.717532634735107,275.1300048828125,0.034285880625247955,-0.007143893279135227,0.6242853403091431,0.0003000000142492354
59,54.0,37.87773895263672,18.508447647094727,-4.713374614715576,269.0199890136719,0.03687046468257904,-0.007705778814852238,0.6226364970207214,0.0003000000142492354
60,55.0,37.860130310058594,17.915252685546875,-4.7709527015686035,265.3599853515625,0.030028071254491806,-0.009122046642005444,0.6242930889129639,0.0003000000142492354
61,53.0,39.37652587890625,17.972963333129883,-4.905165195465088,271.510009765625,0.018998147919774055,-0.007675297558307648,0.6207621693611145,0.0003000000142492354
62,52.0,39.914100646972656,18.438016891479492,-4.8850836753845215,284.4200134277344,0.02024996653199196,-0.006086466368287802,0.620547890663147,0.0003000000142492354
63,54.0,37.854835510253906,18.56060791015625,-4.939519882202148,280.5799865722656,0.025098495185375214,-0.0061692711897194386,0.6179172992706299,0.0003000000142492354
64,55.0,38.386478424072266,17.384429931640625,-5.045118808746338,285.7099914550781,0.018399449065327644,-0.005841256584972143,0.6173259019851685,0.0003000000142492354
65,56.0,36.315406799316406,18.15711212158203,-4.935274124145508,278.82000732421875,0.021077467128634453,-0.007425266318023205,0.611845076084137,0.0003000000142492354
66,54.0,38.36460494995117,17.79840660095215,-4.781539440155029,264.9599914550781,0.022093292325735092,-0.005554135423153639,0.6132038831710815,0.0003000000142492354
67,52.0,40.42009353637695,17.719470977783203,-4.9070844650268555,280.7699890136719,0.02279476635158062,-0.005832440685480833,0.6141709685325623,0.0003000000142492354
68,55.0,37.37036895751953,17.753894805908203,-4.841533660888672,284.20001220703125,0.01643463410437107,-0.005935690365731716,0.6171602010726929,0.0003000000142492354
69,54.0,37.8377571105957,18.472427368164062,-4.838005065917969,295.6300048828125,0.018647324293851852,-0.006613814737647772,0.6153498888015747,0.0003000000142492354
70,55.0,37.29936599731445,18.029939651489258,-4.784107685089111,304.8599853515625,0.020353561267256737,-0.005552127491682768,0.6179017424583435,0.0003000000142492354
71,54.0,37.848140716552734,18.529048919677734,-4.7313055992126465,305.8699951171875,0.02434718795120716,-0.003491181181743741,0.616188645362854,0.0003000000142492354
72,53.0,39.35482406616211,17.775142669677734,-4.777624130249023,304.80999755859375,0.0257407333701849,-0.00797631498426199,0.6141157746315002,0.0003000000142492354
73,57.0,36.27755355834961,17.362167358398438,-4.800904750823975,306.2900085449219,0.018295027315616608,-0.0056883119978010654,0.6096137166023254,0.0003000000142492354
74,51.0,40.956993103027344,18.513507843017578,-4.6032328605651855,307.989990234375,0.025365212932229042,-0.008691535331308842,0.6136487126350403,0.0003000000142492354
75,55.0,36.87651443481445,18.557514190673828,-4.64486837387085,309.0199890136719,0.025489412248134613,-0.009689310565590858,0.6174014210700989,0.0003000000142492354
76,58.0,35.25233459472656,17.335933685302734,-4.721775531768799,318.760009765625,0.0157330222427845,-0.008985877968370914,0.6237185597419739,0.0003000000142492354
77,53.0,39.38552474975586,18.046615600585938,-4.669101238250732,327.17999267578125,0.021079711616039276,-0.00771914329379797,0.6211438775062561,0.0003000000142492354
78,55.0,37.35627746582031,18.183757781982422,-4.687082290649414,321.7099914550781,0.019912973046302795,-0.008248312398791313,0.6210832595825195,0.0003000000142492354
79,56.0,36.31197738647461,17.697813034057617,-4.737135887145996,328.07000732421875,0.014988360926508904,-0.005006993189454079,0.6251050233840942,0.0003000000142492354
80,55.0,36.30930709838867,19.243301391601562,-4.820878982543945,334.3699951171875,0.0255068838596344,-0.0064246151596307755,0.6230109333992004,0.0003000000142492354
81,57.0,35.8065185546875,17.41346549987793,-4.892355918884277,334.94000244140625,0.014708280563354492,-0.009302628226578236,0.6168593168258667,0.0003000000142492354
82,56.0,36.846797943115234,17.245084762573242,-5.043419361114502,336.19000244140625,0.013380870223045349,-0.00881003774702549,0.6183491349220276,0.0003000000142492354
83,57.0,36.313087463378906,17.24396514892578,-5.151740550994873,340.6199951171875,0.01285023894160986,-0.0062121739611029625,0.6216437220573425,0.0003000000142492354
84,55.0,37.8468017578125,17.40129852294922,-5.211747169494629,354.54998779296875,0.029351530596613884,-0.004983625374734402,0.6244650483131409,0.0003000000142492354
85,55.0,37.86349105834961,17.79192352294922,-5.233861446380615,358.82000732421875,0.015297996811568737,-0.008175506256520748,0.6222155690193176,0.0003000000142492354
86,54.0,38.392520904541016,18.087482452392578,-5.395226955413818,379.1000061035156,0.028251057490706444,-0.006925572641193867,0.623464822769165,0.0003000000142492354
87,52.0,40.4536247253418,17.94268798828125,-5.442452907562256,382.8500061035156,0.016341639682650566,-0.00418721092864871,0.6218823790550232,0.0003000000142492354
88,55.0,37.31964874267578,18.01228904724121,-5.318594455718994,388.7300109863281,0.01805710606276989,-0.005707636009901762,0.6132864356040955,0.0003000000142492354
89,55.0,37.35778045654297,17.54344367980957,-5.35989236831665,382.8299865722656,0.018263787031173706,-0.0054122088477015495,0.6208061575889587,0.0003000000142492354
90,53.0,38.93019485473633,18.490070343017578,-5.568286895751953,389.3399963378906,0.018383800983428955,-0.006016010884195566,0.615797758102417,0.0003000000142492354
91,59.0,34.75849914550781,17.241905212402344,-5.518362998962402,383.7699890136719,0.012022441253066063,-0.009187343530356884,0.6242945790290833,0.0003000000142492354
92,56.0,36.3724365234375,18.39798927307129,-5.475480556488037,377.7799987792969,0.022940868511795998,-0.005149271804839373,0.6281012892723083,0.0003000000142492354
93,55.0,36.92561721801758,18.242040634155273,-5.471244812011719,374.5199890136719,0.02340499684214592,-0.006602581590414047,0.6221055388450623,0.0003000000142492354
94,55.0,36.424720764160156,19.09524154663086,-5.37204122543335,370.0799865722656,0.02391408197581768,-0.006415145937353373,0.6309155225753784,0.0003000000142492354
95,53.0,38.400428771972656,19.50786590576172,-5.309869766235352,361.010009765625,0.02112375944852829,-0.006821298506110907,0.6320018768310547,0.0003000000142492354
96,55.0,36.34583282470703,18.750667572021484,-5.276096820831299,362.69000244140625,0.018878944218158722,-0.005822788458317518,0.6386153697967529,0.0003000000142492354
97,54.0,37.47679901123047,18.886079788208008,-5.3957200050354,363.4700012207031,0.019662246108055115,-0.004779167473316193,0.637702226638794,0.0003000000142492354
98,53.0,37.97058868408203,19.29701042175293,-5.302171230316162,366.2799987792969,0.017256025224924088,-0.007956006564199924,0.6334255933761597,0.0003000000142492354
99,53.0,38.48428726196289,19.21027374267578,-5.357510566711426,371.3900146484375,0.022740071639418602,-0.005871974863111973,0.6214378476142883,0.0003000000142492354
