omega_frac,t,z,vz
0.75,2.383333,0.046767,-0.036612
0.75,2.391667,0.046452,-0.033238
0.75,2.400000,0.047081,0.040006
0.75,2.408333,0.047312,0.023414
0.75,2.416667,0.047218,-0.039762
0.75,2.425000,0.046921,-0.062100
0.75,2.433333,0.046735,-0.066713
0.75,2.441667,0.046576,-0.039321
0.75,2.450000,0.046719,0.022406
0.75,2.458333,0.047143,-0.006885
0.75,2.466667,0.047126,-0.015174
0.75,2.475000,0.047142,0.004179
0.75,2.483333,0.047229,0.016640
0.75,2.491667,0.047172,-0.014253
0.75,2.500000,0.046950,-0.017633
0.75,2.508333,0.047026,-0.032792
0.75,2.516667,0.046772,-0.040134
0.75,2.525000,0.046461,-0.049856
0.75,2.533333,0.046869,-0.013060
0.75,2.541667,0.046729,-0.057596
0.75,2.550000,0.046891,-0.001433
0.75,2.558333,0.047220,0.035528
0.75,2.566667,0.047206,0.003128
0.75,2.575000,0.047108,-0.004359
0.75,2.583333,0.046885,-0.035058
0.75,2.591667,0.046655,-0.042651
0.75,2.600000,0.046958,0.030441
0.75,2.608333,0.047256,0.037368
0.75,2.616667,0.047101,-0.015667
0.75,2.625000,0.046901,-0.029026
0.75,2.633333,0.046751,-0.017239
0.75,2.641667,0.046614,-0.048014
0.75,2.650000,0.046433,-0.054881
0.75,2.658333,0.046198,-0.044317
0.75,2.666667,0.046370,-0.061266
0.75,2.675000,0.046664,-0.021508
0.75,2.683333,0.046776,-0.014557
0.75,2.691667,0.047358,0.027611
0.75,2.700000,0.047322,-0.006983
0.75,2.708333,0.046783,-0.057794
0.75,2.716667,0.046812,-0.032266
0.75,2.725000,0.047074,0.030267
0.75,2.733333,0.046924,-0.020415
0.75,2.741667,0.046919,-0.019053
0.75,2.750000,0.046818,-0.027704
0.75,2.758333,0.046926,-0.016999
0.75,2.766667,0.046869,-0.017117
0.75,2.775000,0.046795,-0.026767
0.75,2.783333,0.046984,0.011347
0.75,2.791667,0.047104,0.012770
0.75,2.800000,0.047150,0.007502
0.75,2.808333,0.046871,-0.032003
0.75,2.816667,0.047091,0.014850
0.75,2.825000,0.046929,-0.028552
0.75,2.833333,0.046752,-0.014708
0.75,2.841667,0.046977,0.033652
0.75,2.850000,0.047037,0.006322
0.75,2.858333,0.046924,-0.001888
0.75,2.866667,0.046997,0.009157
0.75,2.875000,0.046794,-0.054712
0.75,2.883333,0.046627,-0.016954
0.75,2.891667,0.046769,0.005195
0.75,2.900000,0.046904,0.009264
0.75,2.908333,0.046830,-0.034491
0.75,2.916667,0.047058,0.002791
0.75,2.925000,0.047345,-0.009056
0.75,2.933333,0.046768,-0.071581
0.75,2.941667,0.046396,-0.049230
0.75,2.950000,0.046877,0.024507
0.75,2.958333,0.046756,-0.010965
0.75,2.966667,0.046797,-0.010477
0.75,2.975000,0.046916,0.006353
0.75,2.983333,0.046902,0.005300
0.75,2.991667,0.046865,-0.003622
0.75,3.000000,0.046943,-0.032448
0.75,3.008333,0.046692,-0.027956
0.75,3.016667,0.047183,0.052558
0.75,3.025000,0.047271,0.010833
0.75,3.033333,0.046939,-0.048420
0.75,3.041667,0.046452,-0.081331
0.75,3.050000,0.047015,0.053565
0.75,3.058333,0.046991,-0.003380
0.75,3.066667,0.047064,-0.000388
0.75,3.075000,0.047011,-0.009089
0.75,3.083333,0.046817,-0.038325
0.75,3.091667,0.046759,-0.022821
0.75,3.100000,0.046831,0.002229
0.75,3.108333,0.047125,0.035833
0.75,3.116667,0.047021,-0.010734
0.75,3.125000,0.046667,-0.050720
0.75,3.133333,0.047054,0.038010
0.75,3.141667,0.046789,-0.043394
0.75,3.150000,0.047099,0.040232
0.75,3.158333,0.047300,0.004578
0.75,3.166667,0.046966,-0.036027
0.75,3.175000,0.046855,-0.019864
0.75,3.183333,0.046979,-0.005204
0.75,3.191667,0.047137,0.006048
0.75,3.200000,0.047055,-0.001748
0.75,3.208333,0.046725,-0.065162
0.75,3.216667,0.046579,-0.046481
0.75,3.225000,0.046891,0.023683
0.75,3.233333,0.046834,-0.008561
0.75,3.241667,0.046685,-0.041099
0.75,3.250000,0.046741,-0.005670
0.75,3.258333,0.046917,0.014012
0.75,3.266667,0.047160,0.039539
0.75,3.275000,0.046933,-0.030791
0.75,3.283333,0.046841,-0.023756
0.75,3.291667,0.046596,-0.051093
0.75,3.300000,0.046641,0.001257
0.75,3.308333,0.047042,0.019509
0.75,3.316667,0.046881,-0.019794
0.75,3.325000,0.046675,-0.058328
0.75,3.333333,0.046589,-0.017308
0.75,3.341667,0.046755,0.001934
0.75,3.350000,0.047006,0.036791
0.75,3.358333,0.047651,0.071689
0.75,3.366667,0.047796,0.023767
0.75,3.375000,0.047602,-0.025347
0.75,3.383333,0.047101,-0.061781
0.75,3.391667,0.046756,-0.051566
0.75,3.400000,0.046527,-0.035309
0.75,3.408333,0.047062,0.049228
0.75,3.416667,0.047038,-0.001812
0.75,3.425000,0.046922,-0.021688
0.75,3.433333,0.046726,-0.033836
0.75,3.441667,0.046889,-0.005827
0.75,3.450000,0.046786,-0.040376
0.75,3.458333,0.046838,0.006214
0.75,3.466667,0.047068,0.028158
0.75,3.475000,0.046989,-0.017114
0.75,3.483333,0.047329,0.034575
0.75,3.491667,0.047254,-0.007438
0.75,3.500000,0.046991,-0.025254
0.75,3.508333,0.046820,-0.017101
0.75,3.516667,0.046987,-0.002027
0.75,3.525000,0.046729,-0.048123
0.75,3.533333,0.046379,-0.063695
0.75,3.541667,0.047104,0.063817
0.75,3.550000,0.047460,0.052687
0.75,3.558333,0.047455,-0.000187
0.75,3.566667,0.047199,-0.037290
0.75,3.575000,0.046970,-0.023844
0.75,3.583333,0.047323,0.028578
0.75,3.591667,0.047023,-0.034024
0.75,3.600000,0.047259,0.031505
0.75,3.608333,0.046961,-0.034994
0.75,3.616667,0.046768,-0.046949
0.75,3.625000,0.046727,-0.030623
0.75,3.633333,0.046677,-0.036630
0.75,3.641667,0.046730,-0.007476
0.75,3.650000,0.046936,-0.016116
0.75,3.658333,0.047299,0.049113
0.75,3.666667,0.047373,0.013956
0.75,3.675000,0.046978,-0.048671
0.75,3.683333,0.046998,0.000390
0.75,3.691667,0.047020,-0.003126
0.75,3.700000,0.047104,0.013084
0.75,3.708333,0.047373,0.033083
0.75,3.716667,0.047586,0.027433
0.75,3.725000,0.047218,-0.043716
0.75,3.733333,0.047025,-0.024383
0.75,3.741667,0.046962,-0.007964
0.75,3.750000,0.046973,0.000845
0.75,3.758333,0.046739,-0.054032
0.75,3.766667,0.046982,0.015035
0.75,3.775000,0.047094,0.003517
0.75,3.783333,0.047027,-0.005906
0.75,3.791667,0.046979,-0.007453
0.75,3.800000,0.046860,-0.021447
0.75,3.808333,0.046754,-0.057822
0.75,3.816667,0.046548,-0.024502
0.75,3.825000,0.046876,-0.024314
0.75,3.833333,0.046895,-0.019482
0.75,3.841667,0.046861,0.001763
0.75,3.850000,0.046968,0.006736
0.75,3.858333,0.047078,0.011381
0.75,3.866667,0.047104,0.009877
0.75,3.875000,0.047109,-0.000971
0.75,3.883333,0.046858,-0.036743
0.75,3.891667,0.046848,-0.026176
0.75,3.900000,0.047022,-0.033413
0.75,3.908333,0.046784,-0.039647
0.75,3.916667,0.046334,-0.074775
0.75,3.925000,0.046869,0.010775
0.75,3.933333,0.047104,0.029225
0.75,3.941667,0.046995,-0.017381
0.75,3.950000,0.047282,0.026865
0.75,3.958333,0.047031,-0.035784
0.75,3.966667,0.046793,-0.031527
0.75,3.975000,0.046784,0.002430
0.75,3.983333,0.047009,0.018652
0.75,3.991667,0.046779,-0.020700
0.75,4.000000,0.047030,0.029624
0.75,4.008333,0.046901,-0.017791
0.75,4.016667,0.046799,-0.010288
0.75,4.025000,0.046980,0.021611
0.75,4.033333,0.047183,0.019203
0.75,4.041667,0.047117,-0.004346
0.75,4.050000,0.046852,-0.033868
0.75,4.058333,0.046970,-0.004653
0.75,4.066667,0.046928,-0.033782
0.75,4.075000,0.047413,0.064555
0.75,4.083333,0.047520,0.013140
0.75,4.091667,0.047073,-0.053667
0.75,4.100000,0.046885,-0.010737
0.75,4.108333,0.047066,0.023170
0.75,4.116667,0.046833,-0.029664
0.75,4.125000,0.046668,-0.036949
0.75,4.133333,0.047367,0.078518
0.75,4.141667,0.047510,0.019080
0.75,4.150000,0.047051,-0.052835
0.75,4.158333,0.046888,-0.021503
0.75,4.166667,0.046769,-0.043108
0.75,4.175000,0.046552,-0.035286
0.75,4.183333,0.046585,-0.014633
0.75,4.191667,0.046895,-0.020423
0.75,4.200000,0.046568,-0.050953
0.75,4.208333,0.047025,0.054289
0.75,4.216667,0.047306,0.028688
0.75,4.225000,0.047033,-0.031806
0.75,4.233333,0.046814,-0.029674
0.75,4.241667,0.046906,-0.029868
0.75,4.250000,0.046617,-0.052222
0.75,4.258333,0.046876,0.032140
0.75,4.266667,0.047109,0.021735
0.75,4.275000,0.046889,-0.027596
0.75,4.283333,0.046580,-0.034591
0.75,4.291667,0.046681,0.011801
0.75,4.300000,0.046950,0.018875
0.75,4.308333,0.046767,-0.051547
0.75,4.316667,0.046983,0.005036
0.75,4.325000,0.047308,-0.004067
0.75,4.333333,0.046742,-0.073022
0.75,4.341667,0.046612,-0.023990
0.75,4.350000,0.046925,0.038082
0.75,4.358333,0.046973,-0.001707
0.75,4.366667,0.047464,0.063141
0.75,4.375000,0.047575,0.001930
0.75,4.383333,0.047194,-0.043439
0.75,4.391667,0.046905,-0.034775
0.75,4.400000,0.047101,0.002041
0.75,4.408333,0.046853,-0.046840
0.75,4.416667,0.046697,-0.050300
0.75,4.425000,0.046829,-0.024189
0.75,4.433333,0.046833,-0.037088
0.75,4.441667,0.046838,-0.011566
0.75,4.450000,0.047316,0.005125
0.75,4.458333,0.046959,-0.041442
0.75,4.466667,0.046823,-0.005841
0.75,4.475000,0.046813,-0.005529
0.75,4.483333,0.046790,-0.025741
0.75,4.491667,0.046430,-0.064120
0.75,4.500000,0.046852,0.013858
0.75,4.508333,0.046782,-0.028199
0.75,4.516667,0.046753,0.004149
0.75,4.525000,0.046837,-0.027309
0.75,4.533333,0.046753,-0.028398
0.75,4.541667,0.046701,-0.055891
0.75,4.550000,0.047187,0.023246
0.75,4.558333,0.047042,-0.021952
0.75,4.566667,0.046938,-0.015490
0.75,4.575000,0.047138,0.033113
0.75,4.583333,0.046955,-0.024222
0.75,4.591667,0.046525,-0.062295
0.75,4.600000,0.046723,0.038877
0.75,4.608333,0.046835,-0.008121
0.75,4.616667,0.046348,-0.067774
0.75,4.625000,0.046309,-0.054783
0.75,4.633333,0.046819,0.012498
0.75,4.641667,0.046812,-0.007134
0.75,4.650000,0.046708,-0.024798
0.75,4.658333,0.047034,0.019854
0.75,4.666667,0.046970,-0.013384
0.75,4.675000,0.046612,-0.049149
0.75,4.683333,0.046825,0.002723
0.75,4.691667,0.046684,-0.021726
0.75,4.700000,0.046518,-0.030675
0.75,4.708333,0.047053,0.047512
0.75,4.716667,0.047179,0.006396
0.75,4.725000,0.046906,-0.038172
0.75,4.733333,0.046756,-0.015324
0.75,4.741667,0.046609,-0.039512
0.75,4.750000,0.046713,-0.036247
0.75,4.758333,0.047218,0.066542
0.75,4.766667,0.047192,-0.009475
0.75,4.775000,0.046978,-0.024943
0.75,4.783333,0.046908,-0.004815
0.75,4.791667,0.046952,-0.023997
0.75,4.800000,0.046439,-0.074305
0.75,4.808333,0.046200,-0.046888
0.75,4.816667,0.046802,0.010404
0.75,4.825000,0.046947,0.020198
0.75,4.833333,0.047203,0.035456
0.75,4.841667,0.047069,-0.021717
0.75,4.850000,0.046808,-0.028183
0.75,4.858333,0.046910,0.011422
0.75,4.866667,0.047149,-0.000219
0.75,4.875000,0.046798,-0.054819
0.75,4.883333,0.047013,0.029239
0.75,4.891667,0.047224,0.023768
0.75,4.900000,0.046864,-0.039846
0.75,4.908333,0.046561,-0.061027
0.75,4.916667,0.046590,-0.021057
0.75,4.925000,0.046493,-0.033068
0.75,4.933333,0.046383,-0.029900
0.75,4.941667,0.047158,0.075162
0.75,4.950000,0.047381,0.018237
0.75,4.958333,0.047309,-0.007119
0.75,4.966667,0.047091,-0.023270
0.75,4.975000,0.047086,-0.016010
0.75,4.983333,0.046740,-0.049907
0.75,4.991667,0.047156,0.039878
1.0,0.000000,0.048601,0.088687
1.0,0.008333,0.048675,0.008781
1.0,0.016667,0.048068,-0.073003
1.0,0.025000,0.047321,-0.085213
1.0,0.033333,0.046678,-0.101987
1.0,0.041667,0.046587,0.008224
1.0,0.050000,0.046961,0.045385
1.0,0.058333,0.046749,-0.025125
1.0,0.066667,0.046825,0.017714
1.0,0.075000,0.046499,-0.059436
1.0,0.083333,0.046423,-0.003220
1.0,0.091667,0.046906,0.056052
1.0,0.100000,0.046691,-0.025715
1.0,0.108333,0.046924,0.032954
1.0,0.116667,0.046561,-0.043849
1.0,0.125000,0.046561,0.004855
1.0,0.133333,0.046424,-0.050323
1.0,0.141667,0.046755,0.040846
1.0,0.150000,0.047539,0.094092
1.0,0.158333,0.047642,0.012336
1.0,0.166667,0.047212,-0.055036
1.0,0.175000,0.046317,-0.128968
1.0,0.183333,0.046362,0.006539
1.0,0.191667,0.046322,-0.013361
1.0,0.200000,0.047031,0.095572
1.0,0.208333,0.048560,0.184914
1.0,0.216667,0.049423,0.102977
1.0,0.225000,0.049947,0.063913
1.0,0.233333,0.050068,-0.006985
1.0,0.241667,0.049627,-0.048420
1.0,0.250000,0.048701,-0.112935
1.0,0.258333,0.047849,-0.094559
1.0,0.266667,0.046945,-0.116663
1.0,0.275000,0.045672,-0.151321
1.0,0.283333,0.046752,0.106389
1.0,0.291667,0.046982,0.027644
1.0,0.300000,0.046940,-0.002810
1.0,0.308333,0.046384,-0.070474
1.0,0.316667,0.046365,0.001091
1.0,0.325000,0.047152,0.094781
1.0,0.333333,0.047740,0.071279
1.0,0.341667,0.047921,0.015590
1.0,0.350000,0.047504,-0.047086
1.0,0.358333,0.046823,-0.073119
1.0,0.366667,0.046383,-0.080101
1.0,0.375000,0.046667,0.051379
1.0,0.383333,0.047025,0.047901
1.0,0.391667,0.046763,-0.031407
1.0,0.400000,0.046607,-0.018706
1.0,0.408333,0.046361,-0.052903
1.0,0.416667,0.046766,0.059880
1.0,0.425000,0.048139,0.155250
1.0,0.433333,0.048755,0.073484
1.0,0.441667,0.048771,0.002143
1.0,0.450000,0.048579,-0.018545
1.0,0.458333,0.048073,-0.060948
1.0,0.466667,0.046930,-0.137339
1.0,0.475000,0.046276,-0.070924
1.0,0.483333,0.045899,-0.097807
1.0,0.491667,0.046350,0.067997
1.0,0.500000,0.046602,-0.004375
1.0,0.508333,0.046440,-0.010554
1.0,0.516667,0.046732,0.041288
1.0,0.525000,0.046575,-0.020186
1.0,0.533333,0.046330,-0.033058
1.0,0.541667,0.046328,-0.036149
1.0,0.550000,0.046621,0.029359
1.0,0.558333,0.046548,-0.007519
1.0,0.566667,0.046351,-0.014592
1.0,0.575000,0.046742,0.044258
1.0,0.583333,0.046723,-0.011814
1.0,0.591667,0.046706,-0.006974
1.0,0.600000,0.046396,-0.059499
1.0,0.608333,0.045996,-0.056124
1.0,0.616667,0.046403,0.025191
1.0,0.625000,0.046456,0.012083
1.0,0.633333,0.046882,0.039268
1.0,0.641667,0.046768,-0.016029
1.0,0.650000,0.046551,-0.020608
1.0,0.658333,0.046354,-0.035116
1.0,0.666667,0.046376,-0.011035
1.0,0.675000,0.046564,0.006244
1.0,0.683333,0.046085,-0.055655
1.0,0.691667,0.046079,-0.038927
1.0,0.700000,0.046434,0.013141
1.0,0.708333,0.046898,0.070505
1.0,0.716667,0.047140,0.015300
1.0,0.725000,0.047405,0.033452
1.0,0.733333,0.047358,-0.013656
1.0,0.741667,0.046992,-0.059207
1.0,0.750000,0.046453,-0.054666
1.0,0.758333,0.046197,-0.037767
1.0,0.766667,0.046429,0.040320
1.0,0.775000,0.046852,0.059285
1.0,0.783333,0.046825,-0.000771
1.0,0.791667,0.046717,-0.010108
1.0,0.800000,0.047217,0.024916
1.0,0.808333,0.047423,0.024546
1.0,0.816667,0.047366,-0.009818
1.0,0.825000,0.046741,-0.078221
1.0,0.833333,0.046208,-0.068697
1.0,0.841667,0.045978,-0.035018
1.0,0.850000,0.046218,-0.009031
1.0,0.858333,0.045884,-0.039080
1.0,0.866667,0.046199,0.020289
1.0,0.875000,0.046283,-0.008094
1.0,0.883333,0.046109,-0.018746
1.0,0.891667,0.045995,-0.027559
1.0,0.900000,0.046088,0.006640
1.0,0.908333,0.046358,-0.009523
1.0,0.916667,0.046582,0.014871
1.0,0.925000,0.047037,0.057586
1.0,0.933333,0.047021,0.000501
1.0,0.941667,0.046599,-0.044674
1.0,0.950000,0.046436,-0.047187
1.0,0.958333,0.046497,0.015323
1.0,0.966667,0.047292,0.096359
1.0,0.975000,0.047461,0.019765
1.0,0.983333,0.047138,-0.037780
1.0,0.991667,0.046674,-0.064631
1.0,1.000000,0.046464,-0.013291
1.0,1.008333,0.046214,-0.027477
1.0,1.016667,0.046386,0.012710
1.0,1.025000,0.046783,0.043694
1.0,1.033333,0.046881,0.003745
1.0,1.041667,0.046939,-0.002576
1.0,1.050000,0.046726,-0.017265
1.0,1.058333,0.046798,0.015956
1.0,1.066667,0.046821,0.004357
1.0,1.075000,0.046872,-0.010490
1.0,1.083333,0.047007,0.005133
1.0,1.091667,0.047027,-0.010347
1.0,1.100000,0.046571,-0.054647
1.0,1.108333,0.046216,-0.028451
1.0,1.116667,0.046729,0.040939
1.0,1.125000,0.046680,-0.035356
1.0,1.133333,0.046462,-0.057934
1.0,1.141667,0.046853,0.033581
1.0,1.150000,0.046707,-0.023084
1.0,1.158333,0.046545,-0.009241
1.0,1.166667,0.046278,-0.034602
1.0,1.175000,0.046703,0.040686
1.0,1.183333,0.046884,0.004370
1.0,1.191667,0.046661,-0.017068
1.0,1.200000,0.046623,-0.020761
1.0,1.208333,0.046243,-0.053944
1.0,1.216667,0.046462,0.024433
1.0,1.225000,0.046125,-0.043828
1.0,1.233333,0.046431,0.038942
1.0,1.241667,0.046254,-0.019853
1.0,1.250000,0.046233,0.002676
1.0,1.258333,0.046434,-0.017509
1.0,1.266667,0.046831,0.042825
1.0,1.275000,0.046775,-0.008306
1.0,1.283333,0.046389,-0.045932
1.0,1.291667,0.046123,-0.027883
1.0,1.300000,0.046527,0.016719
1.0,1.308333,0.046377,-0.011132
1.0,1.316667,0.046499,0.006681
1.0,1.325000,0.046503,0.007037
1.0,1.333333,0.046931,0.057086
1.0,1.341667,0.046776,-0.019229
1.0,1.350000,0.046084,-0.080815
1.0,1.358333,0.046362,0.006794
1.0,1.366667,0.046820,0.065073
1.0,1.375000,0.047097,0.034840
1.0,1.383333,0.046841,-0.030826
1.0,1.391667,0.046579,-0.026656
1.0,1.400000,0.046259,-0.046251
1.0,1.408333,0.046671,0.040584
1.0,1.416667,0.046592,-0.020634
1.0,1.425000,0.046583,-0.005073
1.0,1.433333,0.047016,0.065952
1.0,1.441667,0.047153,0.018829
1.0,1.450000,0.046929,-0.022966
1.0,1.458333,0.046801,-0.004892
1.0,1.466667,0.046419,-0.060790
1.0,1.475000,0.046450,-0.029578
1.0,1.483333,0.046884,0.039446
1.0,1.491667,0.046643,-0.027258
1.0,1.500000,0.046513,-0.021646
1.0,1.508333,0.046617,0.023137
1.0,1.516667,0.046710,0.014893
1.0,1.525000,0.046739,0.009473
1.0,1.533333,0.046522,-0.039900
1.0,1.541667,0.046554,0.011267
1.0,1.550000,0.046591,0.010020
1.0,1.558333,0.046539,-0.003265
1.0,1.566667,0.046737,0.032199
1.0,1.575000,0.046668,-0.010306
1.0,1.583333,0.046651,0.001281
1.0,1.591667,0.046554,-0.019673
1.0,1.600000,0.046266,-0.034338
1.0,1.608333,0.046400,0.007387
1.0,1.616667,0.046694,0.036504
1.0,1.625000,0.046759,0.005922
1.0,1.633333,0.046382,-0.055262
1.0,1.641667,0.046592,0.027969
1.0,1.650000,0.046829,0.025176
1.0,1.658333,0.046867,-0.000027
1.0,1.666667,0.047130,0.045702
1.0,1.675000,0.047479,0.045760
1.0,1.683333,0.047727,0.029631
1.0,1.691667,0.047646,-0.016801
1.0,1.700000,0.046917,-0.085893
1.0,1.708333,0.046087,-0.106292
1.0,1.716667,0.046279,0.016856
1.0,1.725000,0.046345,-0.002534
1.0,1.733333,0.046424,0.009092
1.0,1.741667,0.046281,-0.024536
1.0,1.750000,0.046317,-0.032613
1.0,1.758333,0.046373,-0.013005
1.0,1.766667,0.046082,-0.068251
1.0,1.775000,0.046565,0.056632
1.0,1.783333,0.046893,0.036318
1.0,1.791667,0.047270,0.055625
1.0,1.800000,0.047190,-0.006854
1.0,1.808333,0.046670,-0.061074
1.0,1.816667,0.046300,-0.039237
1.0,1.825000,0.046506,-0.030942
1.0,1.833333,0.046782,0.048956
1.0,1.841667,0.046638,-0.013584
1.0,1.850000,0.046252,-0.067234
1.0,1.858333,0.046588,0.027684
1.0,1.866667,0.046753,0.017520
1.0,1.875000,0.046840,-0.001836
1.0,1.883333,0.046929,0.014049
1.0,1.891667,0.046884,-0.002250
1.0,1.900000,0.046640,-0.018705
1.0,1.908333,0.046781,-0.004733
1.0,1.916667,0.046703,-0.009825
1.0,1.925000,0.046157,-0.081052
1.0,1.933333,0.046553,0.020375
1.0,1.941667,0.046604,-0.013534
1.0,1.950000,0.046618,-0.000823
1.0,1.958333,0.046893,0.025179
1.0,1.966667,0.046706,-0.012343
1.0,1.975000,0.046656,-0.025904
1.0,1.983333,0.046666,0.010219
1.0,1.991667,0.046656,0.002686
1.0,2.000000,0.047226,0.067292
1.0,2.008333,0.047893,0.086034
1.0,2.016667,0.047928,0.004256
1.0,2.025000,0.047282,-0.077518
1.0,2.033333,0.046691,-0.067078
1.0,2.041667,0.046107,-0.078996
1.0,2.050000,0.046418,0.027754
1.0,2.058333,0.046938,0.033803
1.0,2.066667,0.047116,0.029437
1.0,2.075000,0.047670,0.038089
1.0,2.083333,0.047512,-0.016518
1.0,2.091667,0.046996,-0.058395
1.0,2.100000,0.046530,-0.082522
1.0,2.108333,0.046537,0.003624
1.0,2.116667,0.046749,0.003012
1.0,2.125000,0.046527,-0.023656
1.0,2.133333,0.046385,-0.021208
1.0,2.141667,0.046357,-0.016862
1.0,2.150000,0.046545,0.017168
1.0,2.158333,0.046091,-0.051816
1.0,2.166667,0.046387,0.009826
1.0,2.175000,0.046818,0.014446
1.0,2.183333,0.046828,0.009143
1.0,2.191667,0.046529,-0.034667
1.0,2.200000,0.046153,-0.057011
1.0,2.208333,0.046439,0.031404
1.0,2.216667,0.046423,-0.002933
1.0,2.225000,0.046609,0.022686
1.0,2.233333,0.046467,-0.018991
1.0,2.241667,0.046258,-0.020854
1.0,2.250000,0.046209,-0.027698
1.0,2.258333,0.046475,0.016539
1.0,2.266667,0.046526,-0.019742
1.0,2.275000,0.046485,-0.010763
1.0,2.283333,0.046628,0.012634
1.0,2.291667,0.046494,-0.019105
1.0,2.300000,0.046324,-0.016930
1.0,2.308333,0.046514,-0.018136
1.0,2.316667,0.046743,0.025206
1.0,2.325000,0.046718,-0.000756
1.0,2.333333,0.046863,0.001883
1.0,2.341667,0.046631,-0.021678
1.0,2.350000,0.046476,-0.010772
1.0,2.358333,0.046332,-0.030193
1.0,2.366667,0.046519,0.003311
1.0,2.375000,0.046457,-0.029737
1.0,2.383333,0.046642,0.026273
1.0,2.391667,0.046376,-0.027845
1.0,2.400000,0.046437,0.017055
1.0,2.408333,0.046157,-0.034580
1.0,2.416667,0.046318,0.001473
1.0,2.425000,0.046609,0.015504
1.0,2.433333,0.046419,-0.033192
1.0,2.441667,0.046810,0.040284
1.0,2.450000,0.046764,-0.001701
1.0,2.458333,0.046820,0.013230
1.0,2.466667,0.046775,0.002102
1.0,2.475000,0.046905,0.008449
1.0,2.483333,0.047029,0.025069
1.0,2.491667,0.046810,-0.024739
1.0,2.500000,0.046666,-0.008758
1.0,2.508333,0.046766,-0.000369
1.0,2.516667,0.046645,-0.015710
1.0,2.525000,0.046443,-0.037272
1.0,2.533333,0.046109,-0.035526
1.0,2.541667,0.046589,-0.005111
1.0,2.550000,0.046638,0.004067
1.0,2.558333,0.046782,0.028984
1.0,2.566667,0.046618,-0.016745
1.0,2.575000,0.046404,-0.033033
1.0,2.583333,0.046464,-0.000353
1.0,2.591667,0.046554,0.016736
1.0,2.600000,0.046262,-0.057231
1.0,2.608333,0.046443,0.016484
1.0,2.616667,0.046738,0.025736
1.0,2.625000,0.046877,0.020494
1.0,2.633333,0.046701,-0.015353
1.0,2.641667,0.046263,-0.051261
1.0,2.650000,0.046133,-0.019939
1.0,2.658333,0.046127,-0.037029
1.0,2.666667,0.046765,0.087429
1.0,2.675000,0.047048,0.027908
1.0,2.683333,0.046675,-0.052631
1.0,2.691667,0.047103,0.036581
1.0,2.700000,0.046753,-0.040781
1.0,2.708333,0.046524,-0.062604
1.0,2.716667,0.046437,-0.032105
1.0,2.725000,0.046396,-0.007651
1.0,2.733333,0.046524,0.009730
1.0,2.741667,0.046364,-0.017815
1.0,2.750000,0.046330,0.005279
1.0,2.758333,0.046440,-0.027878
1.0,2.766667,0.046225,-0.039478
1.0,2.775000,0.046464,0.012785
1.0,2.783333,0.046884,0.048877
1.0,2.791667,0.046934,0.008313
1.0,2.800000,0.046677,-0.040016
1.0,2.808333,0.046257,-0.049117
1.0,2.816667,0.046410,0.000127
1.0,2.825000,0.046757,0.046807
1.0,2.833333,0.047021,0.044497
1.0,2.841667,0.046971,-0.005653
1.0,2.850000,0.046462,-0.060566
1.0,2.858333,0.046562,-0.010284
1.0,2.866667,0.046788,0.030818
1.0,2.875000,0.046963,0.014587
1.0,2.883333,0.046867,-0.017521
1.0,2.891667,0.046753,-0.018548
1.0,2.900000,0.046362,-0.058321
1.0,2.908333,0.046558,0.018719
1.0,2.916667,0.046342,-0.024623
1.0,2.925000,0.046397,-0.006611
1.0,2.933333,0.046606,0.021120
1.0,2.941667,0.046712,0.013507
1.0,2.950000,0.046616,-0.025909
1.0,2.958333,0.047069,0.032633
1.0,2.966667,0.047197,0.017951
1.0,2.975000,0.047197,0.009046
1.0,2.983333,0.046933,-0.029294
1.0,2.991667,0.046687,-0.034926
1.0,3.000000,0.046418,-0.033553
1.0,3.008333,0.046609,0.008574
1.0,3.016667,0.046363,-0.049793
1.0,3.025000,0.046941,0.074828
1.0,3.033333,0.046913,-0.002217
1.0,3.041667,0.046633,-0.043657
1.0,3.050000,0.046693,-0.025388
1.0,3.058333,0.046469,-0.018413
1.0,3.066667,0.046664,0.013630
1.0,3.075000,0.046506,-0.015535
1.0,3.083333,0.046658,0.009322
1.0,3.091667,0.046359,-0.039068
1.0,3.100000,0.046419,-0.012898
1.0,3.108333,0.046673,0.030118
1.0,3.116667,0.046842,0.024180
1.0,3.125000,0.046532,-0.054943
1.0,3.133333,0.046424,-0.036479
1.0,3.141667,0.046847,0.042546
1.0,3.150000,0.046610,-0.027753
1.0,3.158333,0.046448,-0.013120
1.0,3.166667,0.046198,-0.045949
1.0,3.175000,0.046613,0.036518
1.0,3.183333,0.047198,0.056555
1.0,3.191667,0.047365,0.021436
1.0,3.200000,0.047159,-0.021113
1.0,3.208333,0.046815,-0.035390
1.0,3.216667,0.046647,-0.012609
1.0,3.225000,0.046548,-0.026890
1.0,3.233333,0.046592,0.005016
1.0,3.241667,0.046570,-0.005827
1.0,3.250000,0.046793,0.035824
1.0,3.258333,0.046578,-0.026020
1.0,3.266667,0.046477,-0.027979
1.0,3.275000,0.046251,-0.043524
1.0,3.283333,0.046623,0.038843
1.0,3.291667,0.047159,0.050907
1.0,3.300000,0.047246,-0.001983
1.0,3.308333,0.046582,-0.081034
1.0,3.316667,0.046504,-0.004837
