omega_frac,t,z,vz
1.0,4.433333,0.047802,0.007655
1.0,4.441667,0.047478,-0.000536
1.0,4.450000,0.047907,-0.003732
1.0,4.458333,0.047918,0.060700
1.0,4.466667,0.047769,0.015430
1.0,4.475000,0.047909,0.050417
1.0,4.483333,0.048032,0.032165
1.0,4.491667,0.047963,-0.026527
1.0,4.500000,0.047387,-0.019869
1.0,4.508333,0.047296,0.038430
1.0,4.516667,0.047332,-0.005077
1.0,4.525000,0.047517,0.156493
1.0,4.533333,0.048785,0.132613
1.0,4.541667,0.049209,0.050791
1.0,4.550000,0.048953,-0.028022
1.0,4.558333,0.048462,-0.053817
1.0,4.566667,0.047987,0.050172
1.0,4.575000,0.048336,0.189913
1.0,4.583333,0.049625,0.166798
1.0,4.591667,0.050334,0.084822
1.0,4.600000,0.050362,0.002981
1.0,4.608333,0.049864,-0.024179
1.0,4.616667,0.049389,-0.019573
1.0,4.625000,0.048676,-0.073495
1.0,4.633333,0.047553,-0.116444
1.0,4.641667,0.047373,-0.028812
1.0,4.650000,0.047722,0.090780
1.0,4.658333,0.048402,0.032270
1.0,4.666667,0.048042,0.005520
1.0,4.675000,0.048653,0.023639
1.0,4.683333,0.048450,0.132361
1.0,4.691667,0.049531,0.123057
1.0,4.700000,0.049877,0.042660
1.0,4.708333,0.049551,-0.039113
1.0,4.716667,0.048547,-0.087599
1.0,4.725000,0.047895,-0.102361
1.0,4.733333,0.047696,0.036627
1.0,4.741667,0.048076,0.054963
1.0,4.750000,0.048182,0.008641
1.0,4.758333,0.048750,0.062222
1.0,4.766667,0.048888,0.032228
1.0,4.775000,0.049912,0.100335
1.0,4.783333,0.050180,0.079795
1.0,4.791667,0.051214,0.081682
1.0,4.800000,0.051212,0.000527
1.0,4.808333,0.050536,-0.078352
1.0,4.816667,0.049566,-0.096531
1.0,4.825000,0.048686,-0.121090
1.0,4.833333,0.047428,-0.098043
1.0,4.841667,0.047009,0.050593
1.0,4.850000,0.049856,0.019328
1.0,4.858333,0.049766,0.219990
1.0,4.866667,0.052210,0.278570
1.0,4.875000,0.053855,0.196676
1.0,4.883333,0.054819,0.114693
1.0,4.891667,0.055103,0.032711
1.0,4.900000,0.054706,0.023904
1.0,4.908333,0.055663,0.135770
1.0,4.916667,0.056094,0.051297
1.0,4.925000,0.055856,-0.033132
1.0,4.933333,0.055722,0.086967
1.0,4.941667,0.056712,0.072821
1.0,4.950000,0.056630,-0.008983
1.0,4.958333,0.055867,-0.090813
1.0,4.966667,0.054423,-0.172642
1.0,4.975000,0.052298,-0.244944
1.0,4.983333,0.050198,-0.273469
1.0,4.991667,0.047332,-0.316193
