omega_frac,t,z,vz
0.5,4.933333,0.047184,-0.028698
0.5,4.941667,0.047446,0.015645
0.5,4.950000,0.047636,0.015791
0.5,4.958333,0.047443,-0.033705
0.5,4.966667,0.047231,-0.041629
0.5,4.975000,0.047351,0.007848
0.5,4.983333,0.047542,0.027623
0.5,4.991667,0.047523,-0.016661
0.75,0.000000,0.048248,0.033066
0.75,0.008333,0.047842,-0.048691
0.75,0.016667,0.047333,-0.063583
0.75,0.025000,0.046456,-0.125564
0.75,0.033333,0.046250,-0.038291
0.75,0.041667,0.047276,0.076645
0.75,0.050000,0.047243,-0.004600
0.75,0.058333,0.046932,-0.035004
0.75,0.066667,0.047252,0.045900
0.75,0.075000,0.047053,-0.029254
0.75,0.083333,0.046406,-0.076184
0.75,0.091667,0.046991,0.075358
0.75,0.100000,0.047181,0.027270
0.75,0.108333,0.047015,-0.015678
0.75,0.116667,0.047185,0.026262
0.75,0.125000,0.047181,-0.017017
0.75,0.133333,0.046798,-0.038351
0.75,0.141667,0.046797,0.008985
0.75,0.150000,0.047428,0.047366
0.75,0.158333,0.047189,-0.027535
0.75,0.166667,0.046922,-0.040515
0.75,0.175000,0.047385,0.042613
0.75,0.183333,0.047062,-0.039040
0.75,0.191667,0.046716,-0.034918
0.75,0.200000,0.047393,0.077947
0.75,0.208333,0.047363,-0.003704
0.75,0.216667,0.046967,-0.047303
0.75,0.225000,0.046999,0.003680
0.75,0.233333,0.046663,-0.065019
0.75,0.241667,0.046592,-0.013565
0.75,0.250000,0.047120,0.066343
0.75,0.258333,0.047129,-0.010553
0.75,0.266667,0.046786,-0.032778
0.75,0.275000,0.047139,0.046549
0.75,0.283333,0.047141,-0.010437
0.75,0.291667,0.046870,-0.026166
0.75,0.300000,0.047164,0.039407
0.75,0.308333,0.047572,0.045377
0.75,0.316667,0.047276,-0.035401
0.75,0.325000,0.046824,-0.049024
0.75,0.333333,0.046951,-0.018118
0.75,0.341667,0.046738,-0.036575
0.75,0.350000,0.047034,0.035788
0.75,0.358333,0.047205,0.003887
0.75,0.366667,0.046834,-0.068903
0.75,0.375000,0.046629,-0.046794
0.75,0.383333,0.047113,0.006916
0.75,0.391667,0.046745,-0.049326
0.75,0.400000,0.046877,0.007919
0.75,0.408333,0.047135,0.030969
0.75,0.416667,0.046920,-0.041346
0.75,0.425000,0.046779,-0.009411
0.75,0.433333,0.047045,0.023335
0.75,0.441667,0.046654,-0.056517
0.75,0.450000,0.047032,0.036392
0.75,0.458333,0.047266,0.031861
0.75,0.466667,0.046889,-0.043776
0.75,0.475000,0.046564,-0.054064
0.75,0.483333,0.046398,-0.028180
0.75,0.491667,0.046453,-0.019746
0.75,0.500000,0.046428,0.000988
0.75,0.508333,0.046806,0.042265
0.75,0.516667,0.046663,-0.030198
0.75,0.525000,0.046880,0.021523
0.75,0.533333,0.046943,0.004871
0.75,0.541667,0.047135,-0.010691
0.75,0.550000,0.047018,-0.001124
0.75,0.558333,0.047126,0.020477
0.75,0.566667,0.047135,-0.007491
0.75,0.575000,0.046724,-0.060972
0.75,0.583333,0.046610,-0.036376
0.75,0.591667,0.046903,0.012977
0.75,0.600000,0.046511,-0.044877
0.75,0.608333,0.046839,0.018562
0.75,0.616667,0.047203,0.020389
0.75,0.625000,0.047081,-0.015699
0.75,0.633333,0.047083,0.005587
0.75,0.641667,0.047292,0.031862
0.75,0.650000,0.046916,-0.044971
0.75,0.658333,0.046547,-0.068491
0.75,0.666667,0.046814,-0.020285
0.75,0.675000,0.046880,-0.014787
0.75,0.683333,0.046893,-0.018949
0.75,0.691667,0.047053,-0.007635
0.75,0.700000,0.046669,-0.074555
0.75,0.708333,0.046231,-0.060739
0.75,0.716667,0.046818,0.060637
0.75,0.725000,0.046746,-0.020432
0.75,0.733333,0.047026,0.045364
0.75,0.741667,0.047359,0.044549
0.75,0.750000,0.047352,-0.019816
0.75,0.758333,0.046598,-0.095231
0.75,0.766667,0.046518,-0.010984
0.75,0.775000,0.046449,-0.070110
0.75,0.783333,0.046331,-0.029196
0.75,0.791667,0.046984,0.071256
0.75,0.800000,0.047169,0.007540
0.75,0.808333,0.046890,-0.030994
0.75,0.816667,0.046961,0.007088
0.75,0.825000,0.047032,-0.011682
0.75,0.833333,0.046451,-0.078610
0.75,0.841667,0.046958,0.056792
0.75,0.850000,0.047262,0.039457
0.75,0.858333,0.046909,-0.042327
0.75,0.866667,0.046736,-0.037376
0.75,0.875000,0.047037,0.025631
0.75,0.883333,0.046743,-0.049738
0.75,0.891667,0.047022,0.044379
0.75,0.900000,0.046959,-0.005447
0.75,0.908333,0.046720,-0.036485
0.75,0.916667,0.046538,-0.040916
0.75,0.925000,0.047118,0.076234
0.75,0.933333,0.047272,0.003657
0.75,0.941667,0.046864,-0.050669
0.75,0.950000,0.047024,0.010896
0.75,0.958333,0.046741,-0.042184
0.75,0.966667,0.046490,-0.035843
0.75,0.975000,0.047379,0.094415
0.75,0.983333,0.047485,0.012643
0.75,0.991667,0.047079,-0.044195
0.75,1.000000,0.046903,-0.016180
0.75,1.008333,0.047123,-0.000993
0.75,1.016667,0.046895,-0.019662
0.75,1.025000,0.046786,-0.019519
0.75,1.033333,0.047061,-0.001190
0.75,1.041667,0.046812,-0.029861
0.75,1.050000,0.046495,-0.044871
0.75,1.058333,0.047021,0.024044
0.75,1.066667,0.046552,-0.056286
0.75,1.075000,0.046956,0.055613
0.75,1.083333,0.047587,0.075661
0.75,1.091667,0.047563,-0.002813
0.75,1.100000,0.047372,-0.034386
0.75,1.108333,0.047572,0.028187
0.75,1.116667,0.047697,0.013067
0.75,1.125000,0.047314,-0.050800
0.75,1.133333,0.047105,-0.020269
0.75,1.141667,0.046633,-0.065853
0.75,1.150000,0.046831,0.028274
0.75,1.158333,0.046876,0.004394
0.75,1.166667,0.046769,-0.041753
0.75,1.175000,0.046462,-0.059810
0.75,1.183333,0.046414,-0.012449
0.75,1.191667,0.047310,0.058579
0.75,1.200000,0.047764,0.005830
0.75,1.208333,0.048074,0.041197
0.75,1.216667,0.047739,-0.040395
0.75,1.225000,0.047029,-0.088701
0.75,1.233333,0.047103,0.021791
0.75,1.241667,0.047166,-0.018456
0.75,1.250000,0.046819,-0.041215
0.75,1.258333,0.047205,0.057632
0.75,1.266667,0.047480,0.027720
0.75,1.275000,0.047159,-0.040088
0.75,1.283333,0.046945,-0.016071
0.75,1.291667,0.046961,-0.000321
0.75,1.300000,0.046590,-0.040029
0.75,1.308333,0.046660,-0.018011
0.75,1.316667,0.046969,0.011159
0.75,1.325000,0.046673,-0.053426
0.75,1.333333,0.046680,-0.005004
0.75,1.341667,0.047037,0.038974
0.75,1.350000,0.047231,0.014031
0.75,1.358333,0.047137,-0.008460
0.75,1.366667,0.047170,0.005289
0.75,1.375000,0.047213,0.005010
0.75,1.383333,0.046889,-0.054051
0.75,1.391667,0.047142,0.020468
0.75,1.400000,0.047008,-0.025976
0.75,1.408333,0.046635,-0.051599
0.75,1.416667,0.046736,0.015186
0.75,1.425000,0.047059,-0.004273
0.75,1.433333,0.046486,-0.069190
0.75,1.441667,0.046678,0.020093
0.75,1.450000,0.047059,0.004747
0.75,1.458333,0.046599,-0.063388
0.75,1.466667,0.046856,0.009713
0.75,1.475000,0.046772,-0.036954
0.75,1.483333,0.046702,-0.037312
0.75,1.491667,0.046693,-0.023280
0.75,1.500000,0.047094,0.033671
0.75,1.508333,0.046740,-0.048087
0.75,1.516667,0.046860,0.017017
0.75,1.525000,0.047393,0.072734
0.75,1.533333,0.047318,-0.009016
0.75,1.541667,0.047110,-0.021219
0.75,1.550000,0.046922,-0.018080
0.75,1.558333,0.046760,-0.011645
0.75,1.566667,0.046946,0.011643
0.75,1.575000,0.046980,-0.004505
0.75,1.583333,0.046714,-0.052774
0.75,1.591667,0.046200,-0.120857
0.75,1.600000,0.046305,-0.022635
0.75,1.608333,0.046747,-0.021832
0.75,1.616667,0.046303,-0.088567
0.75,1.625000,0.046855,0.057635
0.75,1.633333,0.047330,0.046101
0.75,1.641667,0.047207,-0.009859
0.75,1.650000,0.046808,-0.043353
0.75,1.658333,0.046767,-0.026094
0.75,1.666667,0.046834,0.014541
0.75,1.675000,0.046807,-0.004806
0.75,1.683333,0.046874,-0.021903
0.75,1.691667,0.047015,-0.004697
0.75,1.700000,0.046880,-0.014115
0.75,1.708333,0.046914,-0.029528
0.75,1.716667,0.046713,-0.020221
0.75,1.725000,0.047112,0.044250
0.75,1.733333,0.047121,0.003189
0.75,1.741667,0.047028,-0.000913
0.75,1.750000,0.047020,-0.008931
0.75,1.758333,0.047220,0.022253
0.75,1.766667,0.047133,-0.015616
0.75,1.775000,0.046723,-0.075578
0.75,1.783333,0.047075,0.014661
0.75,1.791667,0.046978,-0.014177
0.75,1.800000,0.046933,-0.003532
0.75,1.808333,0.047049,0.019753
0.75,1.816667,0.046886,-0.021759
0.75,1.825000,0.046748,-0.028896
0.75,1.833333,0.046886,-0.007278
0.75,1.841667,0.047023,0.002785
0.75,1.850000,0.047066,0.000830
0.75,1.858333,0.046807,-0.035747
0.75,1.866667,0.047085,0.016947
0.75,1.875000,0.046926,-0.010911
0.75,1.883333,0.046786,-0.009245
0.75,1.891667,0.047111,-0.016419
0.75,1.900000,0.046908,-0.018085
0.75,1.908333,0.047051,0.009367
0.75,1.916667,0.046899,-0.029885
0.75,1.925000,0.046257,-0.082371
0.75,1.933333,0.046406,-0.004436
0.75,1.941667,0.046969,0.026785
0.75,1.950000,0.046644,-0.037738
0.75,1.958333,0.046600,-0.047455
0.75,1.966667,0.046763,-0.019400
0.75,1.975000,0.046645,-0.004401
0.75,1.983333,0.046881,0.004183
0.75,1.991667,0.047268,0.035297
0.75,2.000000,0.046979,-0.033234
0.75,2.008333,0.046762,-0.031165
0.75,2.016667,0.047015,0.029523
0.75,2.025000,0.046794,-0.022519
0.75,2.033333,0.047077,0.016816
0.75,2.041667,0.046953,-0.015081
0.75,2.050000,0.046562,-0.071947
0.75,2.058333,0.046720,0.012892
0.75,2.066667,0.047072,0.034024
0.75,2.075000,0.046970,-0.034683
0.75,2.083333,0.046423,-0.055017
0.75,2.091667,0.046897,0.043953
0.75,2.100000,0.047241,0.047043
0.75,2.108333,0.047296,0.015502
0.75,2.116667,0.047289,-0.000263
0.75,2.125000,0.046940,-0.043028
0.75,2.133333,0.046699,-0.050906
0.75,2.141667,0.046804,0.014893
0.75,2.150000,0.047058,0.021413
0.75,2.158333,0.047141,-0.002891
0.75,2.166667,0.046853,-0.061201
0.75,2.175000,0.046814,-0.028961
0.75,2.183333,0.046480,-0.046505
0.75,2.191667,0.046839,0.014905
0.75,2.200000,0.047187,0.017107
0.75,2.208333,0.046846,-0.050755
0.75,2.216667,0.046845,-0.010847
0.75,2.225000,0.047295,0.024761
0.75,2.233333,0.047053,-0.027694
0.75,2.241667,0.046781,-0.062621
0.75,2.250000,0.046843,-0.027904
0.75,2.258333,0.046998,-0.037154
0.75,2.266667,0.047038,0.018873
0.75,2.275000,0.047236,0.024348
0.75,2.283333,0.046918,-0.034865
0.75,2.291667,0.046529,-0.054097
0.75,2.300000,0.046655,-0.012872
0.75,2.308333,0.046830,0.004009
0.75,2.316667,0.047146,0.048989
0.75,2.325000,0.047327,0.025993
0.75,2.333333,0.047083,-0.043653
0.75,2.341667,0.046616,-0.061194
0.75,2.350000,0.047014,0.037942
0.75,2.358333,0.046902,-0.017838
0.75,2.366667,0.046795,-0.017240
0.75,2.375000,0.047035,0.029481
0.75,2.383333,0.047016,-0.008871
0.75,2.391667,0.046420,-0.086447
0.75,2.400000,0.047072,0.064054
0.75,2.408333,0.047385,0.038810
0.75,2.416667,0.047309,-0.007665
0.75,2.425000,0.047120,-0.024832
0.75,2.433333,0.047081,-0.022613
0.75,2.441667,0.046618,-0.072057
0.75,2.450000,0.047104,0.068224
0.75,2.458333,0.047309,0.028667
0.75,2.466667,0.046869,-0.052856
0.75,2.475000,0.046450,-0.075800
0.75,2.483333,0.046792,0.031571
0.75,2.491667,0.046845,0.010130
0.75,2.500000,0.046948,0.013023
0.75,2.508333,0.046932,-0.012787
0.75,2.516667,0.046632,-0.072923
0.75,2.525000,0.046153,-0.133716
0.75,2.533333,0.046463,-0.006016
0.75,2.541667,0.046757,0.009755
0.75,2.550000,0.046861,0.000416
0.75,2.558333,0.047205,0.053409
0.75,2.566667,0.047139,-0.007180
0.75,2.575000,0.046758,-0.048925
0.75,2.583333,0.046984,0.034541
0.75,2.591667,0.047130,0.000305
0.75,2.600000,0.046530,-0.078733
0.75,2.608333,0.047050,0.058779
0.75,2.616667,0.047116,0.001553
0.75,2.625000,0.046737,-0.064015
0.75,2.633333,0.046884,-0.002779
0.75,2.641667,0.046830,-0.034085
0.75,2.650000,0.046710,-0.018155
0.75,2.658333,0.046521,-0.051646
0.75,2.666667,0.046810,-0.026667
0.75,2.675000,0.046506,-0.044007
0.75,2.683333,0.046591,0.019408
0.75,2.691667,0.046806,0.012569
0.75,2.700000,0.046586,-0.038899
0.75,2.708333,0.046612,-0.030427
0.75,2.716667,0.046890,0.009886
0.75,2.725000,0.046697,-0.025648
0.75,2.733333,0.046936,0.008802
0.75,2.741667,0.047062,0.020396
0.75,2.750000,0.046892,-0.027155
0.75,2.758333,0.046996,0.022428
0.75,2.766667,0.047046,0.003530
0.75,2.775000,0.046860,-0.054737
0.75,2.783333,0.046454,-0.057174
0.75,2.791667,0.046698,0.018934
0.75,2.800000,0.047073,-0.001059
0.75,2.808333,0.046979,-0.026833
0.75,2.816667,0.046896,-0.022896
0.75,2.825000,0.046892,-0.031271
0.75,2.833333,0.047056,0.025184
0.75,2.841667,0.046846,-0.038724
0.75,2.850000,0.047104,-0.003003
0.75,2.858333,0.046964,-0.003647
0.75,2.866667,0.046945,0.001119
0.75,2.875000,0.047079,0.006945
0.75,2.883333,0.046795,-0.030091
0.75,2.891667,0.046701,-0.024935
0.75,2.900000,0.047049,0.019794
0.75,2.908333,0.046698,-0.039036
0.75,2.916667,0.046762,0.003748
0.75,2.925000,0.047148,0.030371
0.75,2.933333,0.047020,-0.015728
0.75,2.941667,0.046666,-0.068403
0.75,2.950000,0.047055,0.039446
0.75,2.958333,0.047070,-0.033557
0.75,2.966667,0.046668,-0.049583
0.75,2.975000,0.046960,0.017235
0.75,2.983333,0.047009,0.007224
0.75,2.991667,0.046960,0.003205
0.75,3.000000,0.047185,0.020970
0.75,3.008333,0.047272,-0.008479
0.75,3.016667,0.047128,-0.010800
0.75,3.025000,0.046870,-0.032945
0.75,3.033333,0.046994,-0.015224
0.75,3.041667,0.046674,-0.048904
0.75,3.050000,0.046752,0.005643
0.75,3.058333,0.047122,0.040959
0.75,3.066667,0.047335,0.021138
0.75,3.075000,0.047208,-0.011151
0.75,3.083333,0.047035,-0.029856
0.75,3.091667,0.046531,-0.049315
0.75,3.100000,0.046588,0.005604
0.75,3.108333,0.046868,0.004883
0.75,3.116667,0.046547,-0.046241
0.75,3.125000,0.046525,-0.029193
0.75,3.133333,0.046713,0.021377
0.75,3.141667,0.046663,-0.026640
0.75,3.150000,0.046744,-0.010899
0.75,3.158333,0.046891,0.018635
0.75,3.166667,0.047061,0.023837
0.75,3.175000,0.047070,0.006492
0.75,3.183333,0.047266,0.033825
0.75,3.191667,0.046991,-0.039567
0.75,3.200000,0.046922,-0.001405
0.75,3.208333,0.046943,-0.010968
0.75,3.216667,0.046873,-0.022803
0.75,3.225000,0.046861,-0.012777
0.75,3.233333,0.046935,-0.003762
0.75,3.241667,0.047081,0.003534
0.75,3.250000,0.046943,-0.016119
0.75,3.258333,0.046811,-0.015285
0.75,3.266667,0.046660,-0.050062
0.75,3.275000,0.046676,-0.013929
0.75,3.283333,0.046815,0.022375
0.75,3.291667,0.047191,0.041012
0.75,3.300000,0.047078,-0.009309
0.75,3.308333,0.047056,-0.013978
0.75,3.316667,0.047219,-0.016407
0.75,3.325000,0.046946,-0.026921
0.75,3.333333,0.046806,-0.015505
0.75,3.341667,0.046929,-0.001607
0.75,3.350000,0.047056,0.001315
0.75,3.358333,0.046889,-0.008849
0.75,3.366667,0.046931,-0.008072
0.75,3.375000,0.046977,0.008382
0.75,3.383333,0.046987,0.004722
0.75,3.391667,0.046934,-0.008469
0.75,3.400000,0.046932,-0.016287
0.75,3.408333,0.047205,0.027528
0.75,3.416667,0.047226,0.005794
0.75,3.425000,0.046934,-0.050020
0.75,3.433333,0.046615,-0.049794
0.75,3.441667,0.046958,0.035347
0.75,3.450000,0.046897,-0.009897
0.75,3.458333,0.047142,0.019051
0.75,3.466667,0.047184,0.009067
0.75,3.475000,0.046877,-0.040866
0.75,3.483333,0.046615,-0.056853
0.75,3.491667,0.046744,0.003785
0.75,3.500000,0.047014,-0.017188
0.75,3.508333,0.046724,-0.028688
0.75,3.516667,0.046800,-0.002115
0.75,3.525000,0.046869,-0.017423
0.75,3.533333,0.046695,-0.047892
0.75,3.541667,0.046511,-0.042373
0.75,3.550000,0.047111,0.028928
0.75,3.558333,0.046953,-0.025894
0.75,3.566667,0.046986,0.001733
0.75,3.575000,0.047255,0.012124
0.75,3.583333,0.047080,-0.016831
0.75,3.591667,0.046815,-0.048766
0.75,3.600000,0.047075,0.015546
0.75,3.608333,0.046812,-0.058711
0.75,3.616667,0.047079,0.033233
0.75,3.625000,0.047112,-0.002052
0.75,3.633333,0.046952,-0.057449
0.75,3.641667,0.046743,-0.016963
0.75,3.650000,0.046918,0.007588
0.75,3.658333,0.047154,0.015730
0.75,3.666667,0.046861,-0.032831
0.75,3.675000,0.046958,0.018550
0.75,3.683333,0.047214,0.032006
0.75,3.691667,0.046953,-0.030304
0.75,3.700000,0.046585,-0.043505
0.75,3.708333,0.046871,-0.012372
0.75,3.716667,0.046921,0.008116
0.75,3.725000,0.046803,-0.023936
0.75,3.733333,0.046958,-0.003987
0.75,3.741667,0.046925,-0.008997
0.75,3.750000,0.046987,0.011970
0.75,3.758333,0.046998,-0.017763
0.75,3.766667,0.047084,-0.017255
0.75,3.775000,0.046788,-0.062824
0.75,3.783333,0.047077,0.028623
0.75,3.791667,0.046777,-0.036901
0.75,3.800000,0.046762,-0.030586
0.75,3.808333,0.046938,0.030709
0.75,3.816667,0.046803,-0.032352
0.75,3.825000,0.046693,-0.019649
0.75,3.833333,0.046563,-0.012526
0.75,3.841667,0.046805,-0.021523
0.75,3.850000,0.046297,-0.068316
0.75,3.858333,0.046711,0.052788
0.75,3.866667,0.046955,-0.000447
0.75,3.875000,0.047063,-0.005105
0.75,3.883333,0.047194,0.017145
0.75,3.891667,0.047046,-0.018089
0.75,3.900000,0.046758,-0.032386
0.75,3.908333,0.046907,0.022578
0.75,3.916667,0.047034,0.002305
0.75,3.925000,0.046835,-0.016838
0.75,3.933333,0.046804,-0.010594
0.75,3.941667,0.047195,0.027939
0.75,3.950000,0.047203,0.002641
0.75,3.958333,0.046876,-0.037114
0.75,3.966667,0.046788,-0.019925
0.75,3.975000,0.047083,0.015020
0.75,3.983333,0.047079,-0.013812
0.75,3.991667,0.046941,-0.028761
0.75,4.000000,0.046531,-0.088125
0.75,4.008333,0.046694,-0.008338
0.75,4.016667,0.046948,0.010958
0.75,4.025000,0.046783,-0.048062
0.75,4.033333,0.046802,-0.013269
0.75,4.041667,0.047138,0.035960
0.75,4.050000,0.046959,-0.029139
0.75,4.058333,0.046756,-0.030339
0.75,4.066667,0.046647,-0.029405
0.75,4.075000,0.046638,-0.038450
0.75,4.083333,0.046643,-0.028409
0.75,4.091667,0.046794,0.019632
0.75,4.100000,0.046962,-0.004467
0.75,4.108333,0.046887,-0.001943
0.75,4.116667,0.046809,-0.009794
0.75,4.125000,0.047130,0.037904
0.75,4.133333,0.046947,-0.030820
0.75,4.141667,0.046718,-0.032392
0.75,4.150000,0.046890,-0.011562
0.75,4.158333,0.046988,0.021489
0.75,4.166667,0.047006,0.003476
0.75,4.175000,0.046798,-0.031854
0.75,4.183333,0.046509,-0.062378
0.75,4.191667,0.046558,-0.031098
0.75,4.200000,0.046812,0.020648
0.75,4.208333,0.046727,-0.047759
0.75,4.216667,0.046629,-0.008984
0.75,4.225000,0.047122,0.043288
0.75,4.233333,0.047063,-0.010084
0.75,4.241667,0.046738,-0.039684
0.75,4.250000,0.046911,-0.000621
0.75,4.258333,0.047012,-0.035638
0.75,4.266667,0.046780,-0.038967
0.75,4.275000,0.047072,0.017525
0.75,4.283333,0.046904,-0.028489
0.75,4.291667,0.046828,-0.015114
0.75,4.300000,0.046906,0.013702
0.75,4.308333,0.046846,-0.042701
0.75,4.316667,0.046722,-0.007399
0.75,4.325000,0.046745,0.005985
0.75,4.333333,0.046820,-0.033440
0.75,4.341667,0.046969,0.027146
0.75,4.350000,0.047180,0.033037
0.75,4.358333,0.047069,-0.013519
0.75,4.366667,0.046474,-0.082394
0.75,4.375000,0.046579,-0.020482
0.75,4.383333,0.047310,0.051021
0.75,4.391667,0.047125,-0.026165
0.75,4.400000,0.046933,-0.035138
0.75,4.408333,0.047124,0.026123
0.75,4.416667,0.046877,-0.049823
0.75,4.425000,0.047157,0.023351
0.75,4.433333,0.047130,-0.001140
0.75,4.441667,0.046881,-0.030188
0.75,4.450000,0.046780,-0.017235
0.75,4.458333,0.047106,0.028969
0.75,4.466667,0.046835,-0.037624
0.75,4.475000,0.047173,0.041110
0.75,4.483333,0.047043,-0.024967
0.75,4.491667,0.046840,-0.051311
0.75,4.500000,0.046848,0.001824
0.75,4.508333,0.047119,0.020251
0.75,4.516667,0.046900,-0.033737
0.75,4.525000,0.046867,-0.017003
0.75,4.533333,0.046694,-0.034613
0.75,4.541667,0.046743,-0.048174
0.75,4.550000,0.046561,-0.014054
0.75,4.558333,0.047135,0.066867
0.75,4.566667,0.047084,-0.005460
0.75,4.575000,0.047106,0.005973
0.75,4.583333,0.047032,-0.019978
0.75,4.591667,0.047093,0.001747
0.75,4.600000,0.047122,-0.002628
0.75,4.608333,0.047450,0.046330
0.75,4.616667,0.047207,-0.027536
0.75,4.625000,0.046860,-0.052000
0.75,4.633333,0.046716,-0.030767
0.75,4.641667,0.046746,-0.022909
0.75,4.650000,0.046955,0.016329
0.75,4.658333,0.046947,-0.005557
0.75,4.666667,0.047073,-0.002439
0.75,4.675000,0.046864,-0.023550
0.75,4.683333,0.046569,-0.052121
0.75,4.691667,0.046829,-0.011362
0.75,4.700000,0.046969,-0.013234
0.75,4.708333,0.046983,0.013678
0.75,4.716667,0.047015,-0.010750
0.75,4.725000,0.046795,-0.037832
0.75,4.733333,0.046770,0.002885
0.75,4.741667,0.047274,0.060868
0.75,4.750000,0.047338,0.004207
0.75,4.758333,0.047173,-0.027968
0.75,4.766667,0.047014,-0.032437
0.75,4.775000,0.046997,0.004310
0.75,4.783333,0.046881,-0.015029
0.75,4.791667,0.047062,0.020885
0.75,4.800000,0.047070,-0.017707
0.75,4.808333,0.046772,-0.041553
0.75,4.816667,0.046582,-0.044239
0.75,4.825000,0.046859,0.001886
0.75,4.833333,0.046911,-0.022356
0.75,4.841667,0.046834,-0.022393
0.75,4.850000,0.046939,-0.019233
0.75,4.858333,0.046743,-0.033041
0.75,4.866667,0.047238,0.059434
0.75,4.875000,0.047210,-0.001156
0.75,4.883333,0.046957,-0.045419
0.75,4.891667,0.046914,-0.025455
0.75,4.900000,0.047013,0.002570
0.75,4.908333,0.046585,-0.066496
0.75,4.916667,0.046506,-0.003987
0.75,4.925000,0.047079,0.034506
0.75,4.933333,0.046950,-0.029840
0.75,4.941667,0.046478,-0.054801
0.75,4.950000,0.046954,0.022398
0.75,4.958333,0.047088,-0.011080
0.75,4.966667,0.046656,-0.045479
0.75,4.975000,0.047088,0.047425
0.75,4.983333,0.047278,0.000098
0.75,4.991667,0.046996,-0.039730
1.0,0.000000,0.048601,0.088714
1.0,0.008333,0.048676,0.008784
1.0,0.016667,0.048069,-0.073000
1.0,0.025000,0.047320,-0.085233
1.0,0.033333,0.046751,-0.088167
1.0,0.041667,0.046623,-0.003446
1.0,0.050000,0.046997,0.044132
1.0,0.058333,0.047134,0.024941
1.0,0.066667,0.047011,-0.011461
1.0,0.075000,0.046535,-0.076638
1.0,0.083333,0.046503,0.000920
1.0,0.091667,0.046724,-0.020381
1.0,0.100000,0.046410,-0.034435
1.0,0.108333,0.046855,0.057883
1.0,0.116667,0.046981,0.016106
1.0,0.125000,0.046950,0.000365
1.0,0.133333,0.047099,-0.002043
1.0,0.141667,0.046878,-0.018648
1.0,0.150000,0.046832,-0.010540
1.0,0.158333,0.046302,-0.059457
1.0,0.166667,0.046771,0.054733
1.0,0.175000,0.046585,-0.021371
1.0,0.183333,0.046550,0.002875
1.0,0.191667,0.046167,-0.074528
1.0,0.200000,0.046366,0.033659
1.0,0.208333,0.047006,0.046026
1.0,0.216667,0.047116,0.019636
1.0,0.225000,0.047020,-0.006979
1.0,0.233333,0.046692,-0.037969
1.0,0.241667,0.046601,0.004843
1.0,0.250000,0.046200,-0.056620
1.0,0.258333,0.046183,0.007855
1.0,0.266667,0.046656,0.053658
1.0,0.275000,0.046908,0.004878
1.0,0.283333,0.046831,-0.012710
1.0,0.291667,0.046661,-0.010197
1.0,0.300000,0.047036,0.055886
1.0,0.308333,0.047358,0.037812
1.0,0.316667,0.047109,-0.026564
1.0,0.325000,0.046780,-0.037532
1.0,0.333333,0.046324,-0.050947
1.0,0.341667,0.046663,0.039005
1.0,0.350000,0.046693,0.004966
1.0,0.358333,0.046810,0.020125
1.0,0.366667,0.046585,-0.037017
1.0,0.375000,0.046060,-0.068938
1.0,0.383333,0.046712,0.063458
1.0,0.391667,0.046576,-0.018053
1.0,0.400000,0.046919,0.026046
1.0,0.408333,0.046950,-0.005864
1.0,0.416667,0.046857,-0.005511
1.0,0.425000,0.046573,-0.050650
1.0,0.433333,0.046511,0.001320
1.0,0.441667,0.046677,0.020537
1.0,0.450000,0.046437,-0.025302
1.0,0.458333,0.046415,-0.005646
1.0,0.466667,0.046330,-0.027768
1.0,0.475000,0.046451,0.020982
1.0,0.483333,0.046372,-0.027461
1.0,0.491667,0.046325,-0.024854
1.0,0.500000,0.046270,-0.036469
1.0,0.508333,0.046426,-0.002324
1.0,0.516667,0.047331,0.104354
1.0,0.525000,0.047519,0.022533
1.0,0.533333,0.047376,-0.010708
1.0,0.541667,0.046738,-0.081443
1.0,0.550000,0.046167,-0.083303
1.0,0.558333,0.046591,0.028246
1.0,0.566667,0.046690,-0.007011
1.0,0.575000,0.046442,-0.024379
1.0,0.583333,0.046213,-0.055630
1.0,0.591667,0.046659,0.063192
1.0,0.600000,0.047075,0.034808
1.0,0.608333,0.046810,-0.031697
1.0,0.616667,0.046510,-0.033398
1.0,0.625000,0.046457,-0.046775
1.0,0.633333,0.046901,0.049665
1.0,0.641667,0.046648,-0.030171
1.0,0.650000,0.046345,-0.033405
1.0,0.658333,0.046589,0.008496
1.0,0.666667,0.046319,-0.030599
1.0,0.675000,0.046634,0.038247
1.0,0.683333,0.046788,-0.027666
1.0,0.691667,0.046838,0.013424
1.0,0.700000,0.047256,0.043502
1.0,0.708333,0.047085,-0.018327
1.0,0.716667,0.046958,-0.044957
1.0,0.725000,0.046418,-0.062975
1.0,0.733333,0.046371,-0.004201
1.0,0.741667,0.045961,-0.048012
1.0,0.750000,0.046380,0.062205
1.0,0.758333,0.046674,0.014783
1.0,0.766667,0.046499,-0.015266
1.0,0.775000,0.046445,-0.045195
1.0,0.783333,0.046103,-0.047695
1.0,0.791667,0.046548,0.039036
1.0,0.800000,0.046672,0.016728
1.0,0.808333,0.046532,-0.015465
1.0,0.816667,0.046280,-0.046480
1.0,0.825000,0.045745,-0.057832
1.0,0.833333,0.046288,-0.023422
1.0,0.841667,0.046240,-0.006316
1.0,0.850000,0.046654,0.052280
1.0,0.858333,0.046486,-0.020387
